Filename	(E)-hex-2-enal	3-methylbutanal oxime	a-pinene	b-myrcene	(Z)-b-ocimene	(E)-b-ocimene	g-terpinene	methyl benzoate	linalool	(3E)-4,8-dimethylnona-1,3,7-triene	2-methylbenzonitrile	a-campholenal	Decanal	caprolactam	Nonanoic acid	indole	a-copaene	petasitene	trans-a-bergamotene	b-caryophyllene	trans-b-bergamotene	a-farnesene	pseudoionone	trans-Geranylgeraniol	(E)-hex-3-en-1-ol	[(E)-hex-3-enyl] acetate	[(E)-hex-3-enyl] butanoate	[(Z)-hex-3-enyl] butanoate	a-terpineol	cis-a-bergamotene	(1Z,4Z,7Z)-1,5,9,9-tetramethylcycloundeca-1,4,7-triene	benzaldehyde	D-limonene	methyl salicylate	(E)-4-oxohex-2-enal	p-mentha-1,3,8-triene	4,7-Methano-1H-indene, 2,4,5,6,7,7a-hexahydro-	cosmene	(4E,6Z)-alloocimene	Tricyclo[3.1.0.0(2,4)]hexane, 3,6-diethyl-3,6-dimethyl-, trans-	3-Furaldehyde	1,4-Cyclohexadiene, 3-ethenyl-1,2-dimethyl-	2-Decanone	Benzamide	Benzenebutanoic acid, .gamma.-oxo-	2,6-Octadienal, 3,7-dimethyl-, (E)-	1,2,3-Propanetriol, 1-acetate	pentan-1-ol
Lagg_334_D_220721_7262022_10.qgd	13167	6180	229399	36403	3879	3879	3436	4516	0	11421	8853	0	50388	0	283835	3255	19617	0	1658	17375	0	1398	0	0	823	39161	26469	9032	10111	13224	4951	145383	65326	19471	35279	1153	1081	910	447	0	20223	2098	30065	25970	48786	0	47586	3347
Lagg_337_D_220721_7262022_09.qgd	72735	0	114533	30876	3430	0	1619	2252	5560	3274	1428	0	38741	633061	103237	2063	1504	0	0	897	0	11449	0	0	381	50263	4524	0	2323	7464	0	95758	38694	8157	94219	0	0	0	516	2835	14215	0	8644	17388	46569	0	51852	2038
Lagg_337_N_220721_7252022_12.qgd	2950	0	948307	55746	69480	780235	1118	587	3470	2449	457	0	15433	50632	34438	1755	492	0	5482	473	14231	229776	30837	0	0	3149	1369	0	0	1577	1064	34743	26545	1832	7509	7469	0	2486	8529	8206	10620	2305	4846	2723	16558	0	70872	0
Lagg_341_D_220721_7262022_08.qgd	8403	0	85508	20248	3992	6547	0	2694	7527	10880	1468	0	46292	561348	64789	440	2326	0	3358	29181	1093	12895	67297	0	54272	39947	0	0	5566	0	8784	97026	22243	5188	28726	0	0	2735	507	0	27339	0	7664	18511	24269	0	60158	0
Lagg_341_N_220721_7272022_17.qgd	3032	0	119422	36576	63846	728475	842	2043	0	5628	1251	0	26358	99496	115864	202	1063	0	18773	1133	45943	1358835	0	2828	647	1597	5377	0	0	1275	0	38669	12333	6596	4203	4597	0	2225	3970	7184	10469	1614	10304	8284	14373	0	48464	0
Lagg_344_D_220721_7282022_08.qgd	0	0	43617	0	2010	4667	0	1053	0	679	1245	0	28003	28414	188326	529	0	0	0	665	2309	0	0	0	0	669	0	0	0	619	0	61258	3017	1539	624	0	240	0	426	0	10936	0	7312	22623	39921	0	52309	0
Lagg_344_N_220721_7272022_03.qgd	0	0	158978	111332	245509	2852399	4771	991	7010	0	1705	0	18188	46399	137411	1167	0	0	7982	1984	28134	522253	0	0	0	0	0	0	0	0	0	44291	5453	1171	450	25138	11309	8004	54350	13061	20318	7375	4794	17536	52551	0	53935	0
Lagg_415_N_220721_7282022_24.qgd	0	0	59178	30041	66703	700275	0	6105	0	0	1918	0	47022	8840	0	0	0	0	2157	0	0	64006	0	0	0	1418	0	0	0	0	0	130954	8528	7718	581	11974	4015	16400	6638	0	9040	0	14434	98591	709099	4169	48241	0
Lagg_415_N_220721_7282022_25.qgd	5130	0	304765	106759	223859	2577423	4290	6086	13941	8782	1180	0	39798	109441	262440	546	0	1537	19361	2452	70551	1408516	80869	0	13972	18290	14503	1941	5865	0	0	33301	16429	2810	14860	15722	5054	16331	38890	25110	9668	5152	6388	26938	49187	0	35357	0
Lagg_539_D_220721_7252022_08.qgd	0	0	40360	0	789	0	0	1500	0	1232	955	0	24407	150638	72981	50	0	0	0	1344	0	0	0	0	0	952	520	0	465	0	317	60763	2552	1258	1275	0	0	0	0	401	13465	0	5567	14542	17308	0	69672	0
Lagg_539_N_220721_7262022_09.qgd	1070	0	154032	65294	140158	1677346	3035	415	5903	1549	700	0	30158	63005	74865	690	1014	0	1280	6586	5612	85764	0	0	3306	2423	2744	0	0	0	1495	23020	8379	1327	1124	15007	5383	4128	26309	2753	9570	4359	3939	9862	31026	0	57901	0
Lagg_540_D_220721_7252022_03.qgd	2753	0	124744	20010	5209	10125	0	3604	0	1677	1505	4732	23748	31872	151743	1055	413	2453	0	1057	0	8389	63372	0	6564	11928	1627	0	0	2857	0	103936	20471	1746	5465	591	0	3007	851	779	27023	1117	0	21813	37314	0	74250	0
Lagg_540_N_220721_7262022_10.qgd	4142	0	1016509	157555	146302	1839571	3528	8287	15321	11572	1418	0	36364	59788	111602	198	6540	0	16041	0	57506	880221	44437	0	0	13645	43180	0	0	700	0	43859	69045	2778	6714	17694	13318	5316	27262	21599	19300	5462	6258	13332	39786	0	65024	1659
Lagg_541_D_220721_7272022_14.qgd	0	0	58589	0	4166	278	278	2795	0	1360	2185	3218	29420	56826	101051	776	0	689	0	732	1303	0	0	0	0	1402	0	0	0	0	0	163339	3770	1474	0	253	0	0	207	0	18040	0	8681	30320	16890	0	38990	0
Lagg_541_N_220721_7262022_01.qgd	0	0	50323	73662	173143	2060690	3174	1900	7335	2567	1827	0	22541	71017	152283	888	0	0	2577	1757	7958	131629	0	0	0	1883	0	0	0	2449	0	61799	7121	1602	2279	17726	8053	5721	30930	4800	8081	5140	6383	28492	69989	0	35816	0
Lagg_543_D_220721_7272022_25.qgd	1912	0	32288	0	1884	0	322	4369	0	1960	2602	0	43130	467587	209226	2158	0	0	0	0	1680	0	0	0	7682	6555	0	0	0	3660	0	144789	6452	2448	4688	607	0	0	344	0	11489	0	13050	42490	76230	0	52400	4311
Lagg_543_N_220721_7272022_20.qgd	8228	0	528478	58730	56084	703858	2107	2327	13732	9547	2007	0	74032	32083	182743	2119	3315	0	11008	12499	25935	540192	0	0	31927	11094	15629	899	4967	18636	4874	83388	37318	8937	35489	8296	5347	2498	11791	15608	13858	2327	7313	23072	47457	0	41920	789
Lagg_546_D_220721_7272022_23.qgd	3043	0	1671457	28219	1327	0	0	1814	0	2777	565	2232	26804	27970	105608	1124	630	0	0	1313	0	0	0	0	10790	1675	1307	0	0	788	1814	76271	34165	1258	1536	297	0	0	170	0	8030	0	3767	13622	15279	0	49536	605
Lagg_546_N_220721_7282022_18.qgd	0	0	6100	0	631	3923	0	576	0	643	230	0	9163	21296	6547	1225	0	0	0	213	306	0	8308	0	0	1038	0	0	0	154	0	12965	2089	2871	529	228	0	371	90	0	6253	613	2149	1959	8546	0	48289	0
Lagg_548_D_220721_7262022_12.qgd	0	0	139739	14007	24039	312605	0	882	4263	1900	1250	0	17985	58665	38595	274	1074	501	16820	7305	40526	979479	14099	0	0	0	2255	0	820	0	2060	31292	5571	1059	0	2430	890	2711	2876	9506	8764	576	0	13507	18195	0	62633	0
Lagg_548_D_220721_7282022_13.qgd	3042	0	127655	0	3107	5263	340	1267	0	888	1265	0	22541	146857	63790	210	1384	0	0	272	0	0	12939	565	259	11729	992	0	386	241	0	102361	6042	1416	3156	0	198	1434	522	0	8919	0	4611	10440	12028	0	58946	9608
Lagg_550_D_220721_7272022_22.qgd	2431	0	863403	28290	2164	3245	0	4407	0	2359	1348	0	74333	26828	166562	2466	631	4764	0	7250	0	0	0	0	787	9826	459	0	0	828	0	137257	31979	4490	2304	0	0	0	308	0	17493	0	17865	32634	54814	0	46777	0
Lagg_550_N_220721_7282022_15.qgd	776	0	80317	2546	811	0	0	1642	0	7259	990	0	36039	212978	177590	1355	0	0	0	3199	4271	0	107713	0	0	4241	629	0	0	240	0	81285	4901	3976	6446	1017	0	710	0	711	20867	0	6487	14492	31125	0	68759	0
Lagg_551_N_220721_7252022_17.qgd	1362	0	153429	103274	228160	2632636	4818	2743	8264	4251	1582	0	30562	118558	92209	2457	1347	944	22984	3509	52185	1302694	32825	0	0	5496	4363	0	1596	0	0	46339	13949	7552	2758	28607	12229	8102	48319	39624	16154	8106	4534	20109	44679	0	60067	0
Lagg_554_D_220721_7252022_09.qgd	0	0	25931	0	666	0	0	1298	0	1523	782	0	17856	42007	202618	429	0	0	0	581	1076	0	42062	0	0	0	0	0	0	0	0	113393	1947	690	763	0	0	0	0	275	15129	0	3753	17208	26794	0	63932	0
Lagg_554_N_220721_7272022_19.qgd	4432	0	353923	88356	172114	2010012	3051	2469	9267	3878	1188	0	54843	58102	1033853	3049	0	0	19547	7427	43418	902186	0	0	11373	11252	0	0	0	0	0	67228	23852	5982	8806	28233	13526	9209	32873	31976	13753	8217	8180	50574	163528	0	45701	0
Lagg_557_D_220721_7252022_07.qgd	1353	0	307170	11083	3461	0	0	3630	0	3392	2017	640	28743	45313	1184243	2249	1539	0	0	4142	0	0	30821	0	25150	2378	6729	0	0	8816	0	183978	14002	3142	2279	0	0	0	322	0	24497	0	8087	96092	427141	0	62748	2476
Lagg_562_D_220721_7262022_03.qgd	6601	0	529692	57366	5239	14522	600	2920	0	6367	1352	588	16274	95738	105441	1963	1154	0	0	31170	0	0	0	0	22311	11667	0	592	0	0	6601	71273	73615	2881	5653	1843	0	4013	1145	0	11758	0	5953	20738	52422	0	58016	3418
Lagg_562_N_220721_7262022_03.qgd	3249	0	355415	44910	67558	845001	0	844	3153	4103	625	0	16085	76960	108882	857	0	786	7740	11440	20012	330106	0	0	525	11894	0	0	433	0	2115	33527	14917	1545	8134	11665	5330	4321	11508	9205	16038	3602	3003	15600	59395	0	54069	1075
Lagg_563_D_220721_7262022_11.qgd	51363	0	520003	70484	3229	6199	3655	3861	6682	10531	1214	0	36139	295770	129744	562	124022	15142	0	1171	0	13908	12134	0	4081	9230	45521	0	2567	0	1843	133663	116581	14630	210269	1265	0	1437	283	0	20315	0	5972	3466	11838	0	60404	23968
Lagg_566_D_220721_7272022_11.qgd	2308	0	46163	6076	1671	3864	331	4458	0	1148	1982	0	54296	368854	186455	2512	1991	14349	0	1827	3676	0	0	0	15593	8748	1020	0	0	4738	0	145558	23094	2601	7041	0	0	0	0	0	17193	0	8261	22586	46751	0	34484	1314
Lagg_566_N_220721_7272022_18.qgd	10099	0	1668291	347473	171704	2137626	3642	1130	4496	18088	1710	0	37396	76349	157975	771	14652	0	8496	82394	33478	633077	0	0	25370	16104	0	0	0	0	12788	43894	140526	4715	26939	11836	0	12835	32212	10197	13103	4895	10798	14036	16246	2405	58536	0
Lagg_568_D_220721_7272022_13.qgd	1018	0	16325	2495	2257	4955	0	2005	0	1233	1149	0	26979	583496	136117	815	1504	0	361	934	996	0	0	0	0	3395	2003	0	0	0	0	126307	4351	1494	3223	938	0	1566	403	0	8971	201	5143	14223	18517	0	53390	2116
Lagg_568_N_220721_7252022_15.qgd	0	0	78801	5202	7790	89788	0	2140	0	1456	907	0	26781	27512	348755	1860	0	0	1804	491	6089	104953	0	0	0	1021	666	0	0	0	431	58844	3840	3645	0	1546	729	3590	1555	0	24608	0	10534	13775	58218	0	109707	0
Lagg_574_D_220721_7262022_05.qgd	19174	0	478555	73203	5974	16005	4553	3626	17436	15094	2081	3023	41098	238363	101722	2730	3500	0	15876	112361	3825	52638	11907	0	222475	99172	42554	0	2524	3250	28220	154058	97497	11230	34335	0	0	3760	1145	20953	26152	0	8005	22921	24561	0	55421	1820
Lagg_574_N_220721_7252022_14.qgd	2048	0	212659	83690	153119	1715945	2603	935	0	6763	1002	0	37566	171921	66381	338	0	0	1288	2509	4759	61884	50969	0	0	8156	5769	0	0	0	0	48682	20691	2948	5305	17493	7649	5180	27821	0	20835	5503	5118	13475	37032	0	77952	0
Lagg_584_D_220721_7262022_19.qgd	1971	0	408932	11873	18219	0	0	2431	0	1512	604	4003	37967	35460	123398	1196	266	0	0	0	1116	0	0	673	6025	6237	0	0	0	399	572	98575	18083	4710	2663	0	0	0	172	0	8799	0	5026	6593	20219	0	53129	897
Lagg_584_N_220721_7252022_19.qgd	0	0	7835	0	1202	10079	499	4946	0	3211	2194	0	36610	27845	526549	473	0	0	0	0	5711	0	0	0	0	0	0	0	0	1405	0	81254	3350	2700	0	504	0	0	0	0	15093	0	48078	20230	44619	0	72553	0
Lagg_585_D_220721_7252022_11.qgd	3540	0	46894	13183	27537	0	0	5736	0	0	2744	1787	45827	0	1531537	2496	0	24762	0	0	0	0	31961	0	25833	14850	0	0	0	3079	0	216281	28708	3352	3224	1149	0	0	247	0	37834	0	9842	64733	196374	0	58905	0
Lagg_585_N_220721_7252022_18.qgd	0	0	51185	5885	11574	129332	0	174	0	2097	1726	0	19353	36191	80143	2361	0	0	0	2066	0	30719	0	0	0	0	0	0	0	0	0	44834	2480	3549	0	1601	914	653	2439	1678	26145	656	4742	15485	79312	0	67584	0
Lagg_588_D_220721_7282022_11.qgd	1015	0	479100	3053	741	1416	0	975	970	318	518	0	13185	52287	71427	510	114	20573	0	411	0	0	8434	0	4511	1958	821	0	0	0	0	52161	8426	1027	1305	0	0	0	181	0	7660	284	2194	3837	7910	0	53209	0
Lagg_588_N_220721_7282022_23.qgd	1260	0	36188	5856	8423	0	725	1870	0	0	679	1759	27165	68038	346482	1889	337	0	546	1335	1390	6110	0	0	2702	4721	0	0	0	1106	0	62365	7694	2434	1253	345	0	2115	212	0	7107	419	2503	18585	35169	0	42982	0
Lagg_589_D_220721_7282022_02.qgd	0	0	53879	0	254	0	271	1781	0	599	180	0	24713	40300	62478	1244	0	0	0	0	1368	0	0	0	4007	1147	0	0	0	0	0	97569	2042	888	1011	243	0	543	0	0	9325	0	7135	15040	13035	0	34592	0
Lagg_589_N_220721_7282022_21.qgd	2764	0	78221	25452	26022	282532	0	6256	0	0	2182	3178	87403	8637	0	1494	0	0	0	0	0	14897	0	0	0	6631	0	0	0	5562	0	164799	21352	8195	0	5151	3591	11308	5138	0	16657	0	16594	135482	673843	0	54189	0
Lagg_590_D_220721_7282022_12.qgd	0	0	28434	4354	2128	6348	0	912	0	1718	0	0	36127	407446	76690	1207	0	0	4703	465	1403	11236	10040	0	0	10305	0	0	0	1110	0	44962	7070	2098	13079	0	0	936	86	2008	56690	0	0	6342	7842	0	91591	0
Lagg_590_N_220721_7272022_16.qgd	0	0	14844	0	2456	0	0	2421	0	1980	2306	0	18925	217691	143645	3139	0	0	0	0	3906	0	0	0	0	0	0	0	0	979	0	55824	2632	2061	0	305	0	0	0	0	19504	0	6214	33473	48869	0	52277	0
Lagg_593_D_220721_7252022_10.qgd	0	0	175997	0	3194	0	0	1696	0	12998	937	0	20360	67046	79404	346	1365	28149	0	14452	0	613	104317	0	0	682	0	0	0	7111	5717	88137	3286	1641	0	0	1100	0	0	0	19441	0	4721	12028	35343	0	60808	0
Lagg_593_N_220721_7252022_20.qgd	3412	0	83174	127384	285288	2777477	5638	2778	0	1813	1809	0	70958	191321	772806	8051	0	0	29699	0	53466	935665	0	5914	9437	16172	3053	0	0	30247	0	125230	28949	5849	2282	48156	18525	15508	46713	33543	15099	12865	7686	64183	491483	12106	37722	0
Lagg_596_D_220721_7272022_26.qgd	0	0	64958	6597	19522	71892	0	3350	0	1809	4108	0	25088	127308	145161	1130	0	0	0	0	2871	0	0	0	0	4079	3829	0	0	0	0	135888	5181	1589	3138	2531	1232	7028	3424	0	13348	749	13635	40373	26979	0	45617	0
Lagg_596_N_220721_7282022_20.qgd	1461	0	28755	8386	1596	1322	0	2297	0	1034	731	0	89315	48850	98732	1542	212	0	0	0	19225	0	11688	0	4134	7106	0	0	0	864	0	49702	16077	3805	1956	355	0	0	266	0	8159	0	6903	5514	10688	0	38761	0
Lagg_598_D_220721_7262022_06.qgd	12309	0	209991	66302	8326	43912	2947	3670	0	12506	1688	5404	65958	300237	106769	1973	13246	0	0	5544	0	0	0	0	68905	43427	22420	0	2177	0	887	116380	76913	6585	47190	15691	5932	20090	969	0	19627	6231	7353	21532	35758	0	40996	19861
Lagg_598_D_220721_7282022_04.qgd	1615	0	11483	0	2264	7386	224	1976	0	1005	1150	0	47987	673374	95588	672	0	0	0	0	1930	0	0	0	14178	18607	980	0	0	276	349	105186	4851	2064	20837	340	0	0	370	0	20448	0	6193	8508	24198	0	51426	1165
Lagg_598_N_220721_7262022_25.qgd	2557	0	34177	13163	2642	23503	0	2049	0	1782	1185	0	37182	30105	158063	1869	0	0	0	599	2654	0	0	0	0	4363	0	0	0	530	0	72989	14207	2550	0	623	0	0	445	0	16950	0	6490	14909	18479	0	67137	0
Lagg_599_D_220721_7252022_05.qgd	1218	0	54979	0	1614	0	0	2477	0	5469	2986	0	30330	54563	128529	3270	390	0	0	956	2670	0	53952	0	0	5093	1034	0	0	0	574	133368	9611	2695	2243	0	0	0	411	0	21612	0	8575	33773	23683	0	74668	0
Lagg_599_N_220721_7272022_06.qgd	3703	0	42334	23984	15543	158033	0	2237	0	0	1650	0	95597	28283	482155	1358	377	0	0	0	0	0	0	0	0	7327	0	0	0	0	0	131386	20165	2842	0	2176	0	1570	1897	893	18396	894	9769	38795	95099	0	47904	0
Lagg_601_D_220721_7282022_14.qgd	1387	0	205449	12422	7997	21552	372	1835	0	3539	1009	0	39065	188531	73423	1396	1397	0	761	28873	1597	0	26711	0	11407	6484	7775	0	1107	842	6280	97783	19121	2206	5626	75	0	2997	923	0	12006	0	8301	14440	25753	0	50789	1715
Lagg_601_N_220721_7272022_05.qgd	0	0	4618	0	9197	111490	0	1514	0	2333	634	0	20545	32435	55063	0	0	0	0	1247	791	16290	5715	0	0	0	0	0	0	0	0	42871	2261	1459	922	1769	681	2469	1277	437	16653	581	4478	16253	48995	0	53603	0
Lagg_607_N_220721_7262022_21.qgd	530	0	44671	7539	12047	134278	0	4696	0	0	1937	429	18191	0	1222688	2174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109539	3008	2651	0	2545	1292	5012	2012	1811	7619	0	6840	108612	307031	0	45454	0
Lagg_608_D_220721_7282022_09.qgd	39747	0	134046	52329	6250	16126	0	3739	0	10562	1556	6609	83383	619567	121095	768	11804	4483	0	31826	2553	0	0	0	248890	83759	10528	23344	4503	44008	7260	131570	67019	9253	73668	0	0	4496	1046	0	20736	632	0	10389	30646	0	48840	2542
Lagg_608_N_220721_7272022_07.qgd	3469	0	58626	49845	68423	712871	0	1956	0	1789	1125	0	72173	26914	103965	2173	381	0	0	788	3635	0	0	0	0	7783	0	0	0	937	0	94670	22375	3445	1728	8656	4389	2935	12097	493	21978	2552	0	20056	50255	0	67758	0
Lagg_613_D_220721_7282022_07.qgd	2026	0	71888	14128	7391	22655	896	1547	4990	0	1876	0	51058	474022	101475	1614	744	0	0	2144	1757	0	0	0	8576	13701	4202	0	1493	1825	0	102224	19335	3392	13221	1946	0	3620	1093	625	11785	475	8003	35448	31148	0	34699	1473
Lagg_613_N_220721_7272022_01.qgd	0	0	35999	23864	48676	573405	0	1226	2325	872	2218	0	14350	20281	67317	2862	0	1075	0	0	952	14609	0	1090	0	2024	431	0	0	0	645	58371	1807	577	640	6336	2382	1720	7473	0	13150	1929	5200	26239	25455	0	58200	0
Lagg_614_D_220721_7282022_06.qgd	397	0	14276	0	852	0	0	1673	0	368	1737	0	46488	102444	621509	1004	0	0	0	0	0	0	0	0	0	3510	0	0	0	3267	0	95198	3207	1298	3112	0	0	0	0	558	6719	0	4538	61876	157051	0	45772	0
Lagg_614_N_220721_7272022_02.qgd	0	0	2761	0	6305	69015	0	1298	0	849	796	0	22042	20303	164818	762	0	0	0	241	2774	0	0	0	0	1398	0	0	0	1204	1140	45105	1495	1149	0	1929	967	621	1651	0	9055	568	5524	17344	63589	0	51963	0
Lagg_615_D_220721_7252022_06.qgd	0	0	469415	4148	354	0	0	1806	0	2712	1633	0	18161	34527	141177	2353	0	0	0	1112	1299	0	48332	0	0	2285	0	75	0	0	0	88743	5995	861	4596	0	0	0	82	0	9547	0	5232	28623	54860	0	45605	0
Lagg_615_N_220721_7272022_04.qgd	1387	0	103263	52843	85114	849048	1085	1348	0	1675	653	0	31128	87210	53090	816	0	0	0	418	1868	10837	0	0	396	0	564	0	402	226	1402	58354	13509	1333	976	7443	2654	2342	9264	0	25752	2083	5555	6218	32058	0	62891	4144
Lagg_616_D_220721_7282022_10.qgd	3710	0	61029	23148	3824	5663	0	3806	0	2711	1757	0	139332	700954	142940	3031	1433	0	0	2998	5893	0	0	0	0	16345	0	0	0	0	0	181696	32865	5531	10525	0	0	0	522	0	23447	0	12854	24501	32343	0	50760	0
Lagg_616_N_220721_7272022_09.qgd	1447	0	63008	41705	88052	885076	0	4238	0	2959	2194	0	63105	0	0	2934	0	0	0	0	0	34871	0	0	0	0	0	0	0	0	0	113842	11122	6948	2800	17910	8543	20627	15949	0	15841	0	15361	134235	724551	0	38999	0
Lagg_2100_D_220721_7262022_15.qgd	7634	0	135854	28644	2712	2712	0	2973	0	2433	999	368	54117	473516	71120	1653	1167	0	0	1448	1277	0	16396	0	28563	20735	4275	857	758	289	0	157375	31886	6578	11095	415	0	0	323	0	27695	0	7831	3787	6678	0	111854	1315
Lagg_2100_N_220721_7262022_04.qgd	0	0	40359	31024	62615	795583	1959	1075	5447	3284	987	0	39536	282751	38894	3535	0	0	24575	1701	53663	1256599	34576	0	0	3572	1525	0	552	42503	2718	41539	12275	2874	1247	10335	3110	3147	8701	33150	29120	2130	5631	11571	11967	0	63234	0
Lagg_AIRAA_D_220721_7272022_21.qgd	2807	0	41118	18925	21399	0	0	5113	0	0	1941	0	69563	44756	922565	1263	0	0	0	0	0	0	0	0	813	6900	0	0	0	2436	0	220051	20053	4716	2384	1280	0	0	0	0	14853	0	13140	72614	246957	0	53788	0
Lagg_AIRAA_N_220721_7272022_10.qgd	0	0	2317	0	458	0	0	1846	0	1993	1445	0	24076	28124	142415	2363	0	0	0	201	1869	0	0	0	0	0	0	0	0	243	0	48594	1950	1589	0	0	0	0	0	0	15321	1057	5807	21973	52522	0	53321	0
Lagg_AIRDH_D_220721_7262022_17.qgd	526	0	5443	0	1494	0	0	6318	0	0	1380	0	36250	0	1091320	1503	0	0	0	0	0	0	0	2581	0	0	0	0	0	0	0	230360	1572	9903	1040	0	608	0	0	0	11685	0	8654	63787	224149	0	43711	0
Lagg_AIRDH_N_220721_7262022_24.qgd	0	62	0	0	93	104	0	103	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lagg_AIRDH_N_220721_7282022_17.qgd	3436	0	302701	39875	36010	359265	857	2380	0	1268	383	0	44284	24278	59936	910	927	0	0	900	1668	28922	0	0	10995	11776	0	0	0	0	2229	72306	28770	8385	2672	3035	0	1496	2849	0	16957	1247	3955	5268	16164	0	43031	788
Lagg_AIRDH_N_220721_REDO_7272022_24.qgd	0	0	5548	0	1073	6680	0	3785	0	0	1632	0	50147	36306	471057	1180	300	0	0	828	5480	0	0	0	0	0	0	0	0	0	0	48901	3412	5820	0	0	227	0	175	0	8459	693	8441	34229	34028	0	40517	0
Lagg_AIRJK_N_220721_7262022_08.qgd	1499	0	157	0	5541	5541	0	1500	0	1832	1955	0	44534	58399	110934	3060	0	0	0	0	3556	0	0	0	0	3088	0	0	0	0	0	70403	8237	1994	1752	445	0	0	261	0	16918	0	13716	18037	14465	0	40613	0
Lagg_AIRJP_D_220721_7262022_13.qgd	0	0	2704	0	1598	0	0	1240	0	974	426	0	24632	331700	54307	1747	0	206	0	0	535	4384	12789	0	0	8387	0	0	0	0	0	69059	1172	1119	3407	0	0	0	0	0	8094	0	3366	10936	8003	0	66348	0
Lagg_AIRJP2_N_220721_7282022_19.qgd	0	0	96320	0	3870	35052	0	1457	0	0	507	0	24206	31082	168618	1525	0	0	0	646	1515	0	0	0	0	0	0	0	0	736	0	25824	4855	3767	0	0	0	553	194	0	8104	1333	5582	8590	12584	0	49702	0
Lagg_near85_D_220721_7282022_05.qgd	0	0	70988	3920	2364	7174	0	2522	0	11126	2316	0	50663	378058	120942	473	836	7469	0	3096	14797	0	69858	4154	0	5997	899	0	1199	4233	0	116573	7598	1912	5979	0	0	0	350	0	16103	0	8823	25669	30501	0	37756	0
Lagg_near85_N_220721_7272022_08.qgd	1283	0	46406	37965	81053	1004943	0	2871	0	0	2304	6975	185959	122444	497773	3479	760	0	7415	1059	20166	458921	0	0	0	4935	0	0	1616	3168	0	76085	13238	9570	3659	10875	4459	4117	15811	0	15134	3530	21913	37677	51972	11339	76862	0
NEXP1_816T1_D_220725_8162022_01.qgd	0	265	0	24	0	0	0	0	0	91	0	0	0	0	0	113	0	0	0	0	693	0	0	265	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	230	0	0	94
NEXP1_816T2_D_220725_8162022_02.qgd	0	0	62124	0	476	476	244	2073	0	0	750	0	35568	282333	77143	1123	0	0	0	469	1573	0	0	0	0	0	0	0	0	0	0	45391	5791	1778	1148	0	0	0	0	0	5839	0	6519	2653	14734	0	45232	0
NEXP1_816T3_D_220725_8162022_03.qgd	440	0	294944	8291	15518	145462	0	1100	5832	547	365	0	60128	34596	46805	901	1081	173	6045	0	5769	105921	7520	1024	0	0	0	0	0	0	0	31361	5900	4462	981	2281	877	413	2040	0	23352	586	4033	5174	6594	0	33057	0
NEXP1_816T4_D_220725_8162022_04.qgd	0	0	124130	8539	777	5010	0	874	0	0	637	0	48523	22146	77642	832	187	0	245	0	0	0	0	0	0	0	0	0	0	0	0	36147	12964	2575	0	0	0	0	142	0	8570	276	4157	5485	4683	0	43513	0
NEXP1_816T5_D_220725_8162022_05.qgd	0	0	67270	0	1015	3579	0	570	0	0	835	0	29121	59853	63977	422	129	0	0	0	1265	0	0	0	0	684	0	0	0	0	0	29146	2600	4446	212	0	0	0	169	0	7713	166	2959	5494	6407	0	38892	0
NEXP1_816T6_D_220725_8162022_06.qgd	0	0	313564	5186	2989	15366	0	2290	0	0	1087	0	19252	47708	81431	290	1108	0	4598	579	0	19182	0	0	0	0	0	0	0	0	1894	41340	5672	1467	0	0	0	360	455	231	4772	266	5113	16964	15055	0	40962	318
NEXP1_816T7_D_220725_8162022_07.qgd	5070	0	211419	68323	3179	8960	12475	2189	0	0	1229	4729	126589	203314	54661	0	3447	0	4793	1780	7349	25477	0	0	6010	0	0	0	0	309	0	103912	93719	5527	0	0	0	2738	327	0	33466	2382	7905	0	7524	0	33749	1733
NEXP1_816T9_D_220725_8162022_09.qgd	917	0	78772	0	4636	26809	0	1739	0	1388	727	0	31937	131147	72877	1249	268	122	12748	2278	6047	95077	0	0	0	0	669	0	0	176	778	57715	5263	1793	0	1445	503	990	644	6105	22851	1152	6495	5726	16175	0	26353	363
NEXP1_816T10_D_220725_8162022_10.qgd	0	0	72815	0	2081	0	0	2033	0	0	1036	0	28074	61403	732753	1069	0	0	2017	1165	0	0	0	0	0	0	0	0	0	1099	0	96990	2512	1836	0	0	0	0	129	0	17560	0	5958	20933	103089	0	37502	0
NEXP1_816T11_D_220725_8162022_11.qgd	907	0	99463	8759	2466	12986	0	2234	0	1635	2275	0	40423	265384	110126	736	0	213	0	671	5948	0	0	0	0	2077	0	0	0	0	0	93763	13525	1551	1072	347	0	0	398	0	11277	0	7843	25317	28490	0	32725	2583
NEXP1_816T12_D_220725_8162022_12.qgd	1007	0	257901	18681	10352	57807	0	1233	0	0	1427	278	36317	291567	122443	2575	633	0	8567	2763	5177	96467	0	0	0	0	0	0	0	540	878	48485	18869	3210	1594	2133	0	2831	1797	11164	13438	723	12259	5895	15459	0	33127	0
